tier,category,arch,state,date,n_patches,n_versions,series_name,web_url
B,selftests,x86,new,2026-05-07,1,1,"KVM: SVM: Always intercept ICEBP, add INT1 selftests",https://patchwork.kernel.org/project/kvm/patch/e03f092dfbb7d391a6bf2797ba01e122ba080bcd.camel@infradead.org/
B,selftests,x86,new,2026-05-22,2,1,KVM: x86: Return VM's actual APIC bus frequency,https://patchwork.kernel.org/project/kvm/patch/20260522173526.3539407-2-seanjc@google.com/
B,selftests,arm,new,2026-05-28,1,1,KVM: selftest: arm64: Run shadow_stage2 varying guest modes,https://patchwork.kernel.org/project/kvm/patch/20260528045930.450339-1-itaru.kitayama@fujitsu.com/
B,selftests,arm,new,2026-06-22,1,1,KVM: selftests: fix steal_time for arm64 with host page size > 4K,https://patchwork.kernel.org/project/kvm/patch/335f21e5-493d-012d-b07c-2e48cc2b9aeb@redhat.com/
B,selftests,x86,new,2026-07-02,1,2,[v2] selftests/kvm/x86: fix spelling error in xapic_ipi_test comment,https://patchwork.kernel.org/project/kvm/patch/20260702015739.367597-1-wangyan01@kylinos.cn/
B,timer-clock,x86,new,2025-01-07,3,2,KVM: x86: Include host suspended time in steal time.,https://patchwork.kernel.org/project/kvm/patch/20250107042202.2554063-2-suleiman@google.com/
B,timer-clock,x86,new,2025-05-14,1,2,kvm: x86: fix infinite loop in kvm_guest_time_update when tsc is 0,https://patchwork.kernel.org/project/kvm/patch/20250514064941.51609-1-liuyuntao12@huawei.com/
B,timer-clock,x86,new,2025-06-26,5,1,KVM: x86: Provide a cap to disable APERF/MPERF read intercepts,https://patchwork.kernel.org/project/kvm/patch/20250626001225.744268-2-seanjc@google.com/
B,timer-clock,x86,new,2025-07-09,1,1,KVM: x86: avoid underflow when scaling TSC frequency,https://patchwork.kernel.org/project/kvm/patch/20250709175303.228675-1-pbonzini@redhat.com/
B,timer-clock,x86,new,2025-07-22,3,7,KVM: x86: Include host suspended time in steal time,https://patchwork.kernel.org/project/kvm/patch/20250722055030.3126772-2-suleiman@google.com/
B,timer-clock,x86,new,2025-09-17,3,2,kvm:x86: simplify kvmclock update logic,https://patchwork.kernel.org/project/kvm/patch/20250917092824.4070217-3-lei.chen@smartx.com/
B,timer-clock,x86,new,2025-11-07,1,4,KVM: x86: fix some kvm period timer BUG,https://patchwork.kernel.org/project/kvm/patch/20251107034802.39763-2-fuqiang.wng@gmail.com/
B,timer-clock,x86,new,2025-11-13,4,1,KVM: x86: Fix hard lockup with periodic timer in guest,https://patchwork.kernel.org/project/kvm/patch/20251113205114.1647493-5-seanjc@google.com/
B,timer-clock,x86,new,2026-01-05,3,5,paravirt: cleanup and reorg,https://patchwork.kernel.org/project/kvm/patch/20260105110520.21356-7-jgross@suse.com/
B,timer-clock,arm,new,2026-01-14,11,3,arm64: EL2 support,https://patchwork.kernel.org/project/kvm/patch/20260114115703.926685-10-joey.gouly@arm.com/
B,timer-clock,x86,new,2026-04-09,3,1,KVM: SVM: Fix x2AVIC MSR interception mess,https://patchwork.kernel.org/project/kvm/patch/20260409222449.2013847-3-seanjc@google.com/
B,timer-clock,x86,new,2026-05-05,5,1,Fix and enhance KVM steal accounting for both guest and host,https://patchwork.kernel.org/project/kvm/patch/20260505003044.78693-4-dongli.zhang@oracle.com/
B,timer-clock,x86,new,2026-05-12,1,1,KVM: x86: Block TSC multiplier writes for protected guest TSC,https://patchwork.kernel.org/project/kvm/patch/20260512111830.1295437-1-jun.miao@intel.com/
C,arch-infra,x86,new,2025-01-02,1,1,KVM: VMX: Reinstate __exit attribute for vmx_exit,https://patchwork.kernel.org/project/kvm/patch/20250102154050.2403-1-costas.argyris@amd.com/
C,arch-infra,x86,new,2025-03-15,1,1,KVM: x86: Add a module param to control and enumerate device posted IRQs,https://patchwork.kernel.org/project/kvm/patch/20250315025615.2367411-1-seanjc@google.com/
C,arch-infra,x86,new,2025-05-02,1,1,KVM: x86: Revert kvm_x86_ops.mem_enc_ioctl() back to an OPTIONAL hook,https://patchwork.kernel.org/project/kvm/patch/20250502203421.865686-1-seanjc@google.com/
C,arch-infra,x86+arm,new,2025-09-15,4,2,Better backtraces for leaf functions,https://patchwork.kernel.org/project/kvm/patch/20250915215432.362444-3-minipli@grsecurity.net/
C,arch-infra,x86,new,2026-01-05,1,1,KVM: x86: align the code with kvm_x86_call(),https://patchwork.kernel.org/project/kvm/patch/20260105065423.1870622-1-jun.miao@intel.com/
C,arch-infra,x86+arm,new,2026-04-27,9,1,uaccess: Convert small fixed size copy_{to/from}_user() to scoped user access,https://patchwork.kernel.org/project/kvm/patch/0ee46bb228d97163fbdc14f2a7c52b93d8bc34ce.1777306795.git.chleroy@kernel.org/
C,arch-infra,x86,new,2026-06-23,12,12,VMSCAPE optimization for BHI variant,https://patchwork.kernel.org/project/kvm/patch/20260622-vmscape-bhb-v12-8-76cbda0ae3e5@linux.intel.com/
C,confidential,x86,new,2025-01-06,13,2,Add Secure TSC support for SNP guests,https://patchwork.kernel.org/project/kvm/patch/20250106124633.1418972-13-nikunj@amd.com/
C,confidential,x86,new,2025-01-10,1,1,KVM: SEV: Pin SEV guest memory out of CMA area,https://patchwork.kernel.org/project/kvm/patch/1736498887-28180-1-git-send-email-yangge1116@126.com/
C,confidential,x86,new,2025-01-13,7,2,KVM: TDX SEPT SEAMCALL retry,https://patchwork.kernel.org/project/kvm/patch/20250113021322.18991-1-yan.y.zhao@intel.com/
C,confidential,x86,new,2025-01-15,14,6,x86/virt/tdx: Add SEAMCALL wrappers for KVM,https://patchwork.kernel.org/project/kvm/patch/20250115160912.617654-14-pbonzini@redhat.com/
C,confidential,x86,new,2025-01-23,1,1,KVM: SEV: Use to_kvm_sev_info() for fetching kvm_sev_info struct,https://patchwork.kernel.org/project/kvm/patch/20250123055140.144378-1-nikunj@amd.com/
C,confidential,x86,new,2025-01-28,3,6,KVM: SVM: Flush cache only on CPUs running SEV guest,https://patchwork.kernel.org/project/kvm/patch/20250128015345.7929-2-szy0127@sjtu.edu.cn/
C,confidential,x86,new,2025-02-01,2,10,KVM: SEV: Prefer WBNOINVD over WBINVD for cache maintenance efficiency,https://patchwork.kernel.org/project/kvm/patch/20250201000259.3289143-2-kevinloughlin@google.com/
C,confidential,x86,new,2025-02-01,2,2,x86/kvm: Force legacy PCI hole as WB under SNP/TDX,https://patchwork.kernel.org/project/kvm/patch/20250201005048.657470-2-seanjc@google.com/
C,confidential,x86,new,2025-02-01,16,2,x86/tsc: Try to wrangle PV clocks vs. TSC,https://patchwork.kernel.org/project/kvm/patch/20250201021718.699411-5-seanjc@google.com/
C,confidential,x86,new,2025-02-07,1,1,[RFC] target/i386: sev: Add cmdline option to enable the Allowed SEV Features feature,https://patchwork.kernel.org/project/kvm/patch/20250207233327.130770-1-kim.phillips@amd.com/
C,confidential,x86,new,2025-02-10,3,8,Fix broken SNP support with KVM module built-in,https://patchwork.kernel.org/project/kvm/patch/138b520fb83964782303b43ade4369cd181fdd9c.1739226950.git.ashish.kalra@amd.com/
C,confidential,x86,new,2025-02-11,1,3,[V4] KVM: SEV: fix wrong pinning of pages,https://patchwork.kernel.org/project/kvm/patch/1739241423-14326-1-git-send-email-yangge1116@126.com/
C,confidential,x86,new,2025-02-18,22,2,"TSM: Secure VFIO, TDISP, SEV TIO",https://patchwork.kernel.org/project/kvm/patch/20250218111017.491719-15-aik@amd.com/
C,confidential,x86,new,2025-02-20,2,4,two KVM MMU fixes for TDX,https://patchwork.kernel.org/project/kvm/patch/20250220102728.24546-1-yan.y.zhao@intel.com/
C,confidential,x86,new,2025-02-20,30,4,TDX initialization + vCPU/VM creation,https://patchwork.kernel.org/project/kvm/patch/20250220170604.2279312-14-pbonzini@redhat.com/
C,confidential,x86,new,2025-02-22,9,4,KVM: TDX: TDX hypercalls may exit to userspace,https://patchwork.kernel.org/project/kvm/patch/20250222014225.897298-7-binbin.wu@linux.intel.com/
C,confidential,x86,new,2025-02-22,16,4,KVM: TDX: TDX interrupts,https://patchwork.kernel.org/project/kvm/patch/20250222014757.897978-10-binbin.wu@linux.intel.com/
C,confidential,x86,new,2025-02-26,29,2,TDX MMU part 2,https://patchwork.kernel.org/project/kvm/patch/20250226195529.2314580-25-pbonzini@redhat.com/
C,confidential,x86,new,2025-02-27,20,2,"KVM: TDX: TDX ""the rest"" part",https://patchwork.kernel.org/project/kvm/patch/20250227012021.1778144-17-binbin.wu@linux.intel.com/
C,confidential,x86,new,2025-02-27,10,4,KVM: SVM: Attempt to cleanup SEV_FEATURES,https://patchwork.kernel.org/project/kvm/patch/20250227012541.3234589-2-seanjc@google.com/
C,confidential,x86,new,2025-02-28,1,1,KVM: selftests: Fix printf() format goof in SEV smoke test,https://patchwork.kernel.org/project/kvm/patch/20250228233852.3855676-1-seanjc@google.com/
C,confidential,x86,new,2025-03-01,4,4,KVM: x86: Introduce quirk KVM_X86_QUIRK_EPT_IGNORE_GUEST_PAT,https://patchwork.kernel.org/project/kvm/patch/20250301073428.2435768-2-pbonzini@redhat.com/
C,confidential,x86,new,2025-03-04,6,2,KVM: x86: Introduce quirk KVM_X86_QUIRK_IGNORE_GUEST_PAT,https://patchwork.kernel.org/project/kvm/patch/20250304060647.2903469-6-pbonzini@redhat.com/
C,confidential,x86,new,2025-03-05,10,8,Basic SEV-SNP Selftests,https://patchwork.kernel.org/project/kvm/patch/20250305230000.231025-4-prsampat@amd.com/
C,confidential,x86,new,2025-03-07,11,5,KVM: TDX: TD vcpu enter/exit,https://patchwork.kernel.org/project/kvm/patch/20250307212053.2948340-8-pbonzini@redhat.com/
C,confidential,x86,new,2025-03-10,2,6,KVM: SEV: Add support for the ALLOWED_SEV_FEATURES feature,https://patchwork.kernel.org/project/kvm/patch/20250310201603.1217954-2-kim.phillips@amd.com/
C,confidential,x86,new,2025-03-13,1,1,[RFC] KVM: TDX: Defer guest memory removal to decrease shutdown time,https://patchwork.kernel.org/project/kvm/patch/20250313181629.17764-1-adrian.hunter@intel.com/
C,confidential,x86,new,2025-03-14,2,2,KVM: x86: Support protected TSC,https://patchwork.kernel.org/project/kvm/patch/20250314183422.2990277-3-pbonzini@redhat.com/
C,confidential,x86,new,2025-03-18,1,1,[v5.1] KVM: SVM: Enable Secure TSC for SNP guests,https://patchwork.kernel.org/project/kvm/patch/20250318035351.554191-1-nikunj@amd.com/
C,confidential,x86,new,2025-03-18,4,4,KVM: TDX: Cleanup the kvm_x86_ops structure for vmx/tdx,https://patchwork.kernel.org/project/kvm/patch/20250318-vverma7-cleanup_x86_ops-v2-4-701e82d6b779@intel.com/
C,confidential,x86,new,2025-03-18,1,2,[v3] crypto: ccp: Abort doing SEV INIT if SNP INIT fails,https://patchwork.kernel.org/project/kvm/patch/20250318210651.7616-1-Ashish.Kalra@amd.com/
C,confidential,x86,new,2025-03-20,5,2,Provide SEV-ES/SEV-SNP support for decrypting the VMSA,https://patchwork.kernel.org/project/kvm/patch/ee0af5a6c1a49aebb4a8291071c3f68cacf107b2.1742477213.git.thomas.lendacky@amd.com/
C,confidential,x86,new,2025-03-24,8,10,Move initializing SEV/SNP functionality to KVM,https://patchwork.kernel.org/project/kvm/patch/4d424fb89a6a972587694caae356623618e57e52.1742850400.git.ashish.kalra@amd.com/
C,confidential,x86,new,2025-03-26,24,2,KVM: SVM: Rework ASID management,https://patchwork.kernel.org/project/kvm/patch/20250326193619.3714986-9-yosry.ahmed@linux.dev/
C,confidential,x86,new,2025-03-27,1,2,[v2] KVM: SVM: Fix SNP AP destroy race with VMRUN,https://patchwork.kernel.org/project/kvm/patch/fe2c885bf35643dd224e91294edb6777d5df23a4.1743097196.git.thomas.lendacky@amd.com/
C,confidential,arm,new,2025-04-01,7,2,KVM: optee: Introduce OP-TEE Mediator for exposing secure world to KVM guests,https://patchwork.kernel.org/project/kvm/patch/20250401170527.344092-7-yuvraj.kernel@gmail.com/
C,confidential,x86,new,2025-04-08,1,1,Add I/O port filtering for AMDs sev module.,https://patchwork.kernel.org/project/kvm/patch/20250408145225.502757-1-jgl@meta.com/
C,confidential,x86,new,2025-04-14,10,1,"[v6,21/30] KVM: selftests: TDX: Verify the behavior when host consumes a TD private memory",https://patchwork.kernel.org/project/kvm/patch/20250414214801.2693294-23-sagis@google.com/
C,confidential,x86,new,2025-04-16,1,4,TDX attestation support,https://patchwork.kernel.org/project/kvm/patch/20250416055433.2980510-2-binbin.wu@linux.intel.com/
C,confidential,x86,new,2025-04-25,1,2,[v2] Documentation/virt/kvm: Fix TDX whitepaper footnote reference,https://patchwork.kernel.org/project/kvm/patch/20250425015150.7228-1-bagasdotme@gmail.com/
C,confidential,x86,new,2025-04-28,1,1,x86/sev: Remove unnecessary GFP_KERNEL_ACCOUNT for temporary variables,https://patchwork.kernel.org/project/kvm/patch/20250428063013.62311-1-flyingpeng@tencent.com/
C,confidential,x86,new,2025-05-08,55,3,QEMU TDX support,https://patchwork.kernel.org/project/kvm/patch/20250508150002.689633-27-xiaoyao.li@intel.com/
C,confidential,x86,new,2025-05-12,1,3,[v3] KVM: SEV: Disable SEV-SNP support on initialization failure,https://patchwork.kernel.org/project/kvm/patch/20250512221634.12045-1-Ashish.Kalra@amd.com/
C,confidential,x86,new,2025-05-16,13,1,New KVM ioctl to link a gmem inode to a new gmem file,https://patchwork.kernel.org/project/kvm/patch/e9de4d2a1d14e28ce829c2e16eeeb8da344297c8.1747368093.git.afranji@google.com/
C,confidential,x86,new,2025-05-22,8,4,"x86, KVM: Optimize SEV cache flushing",https://patchwork.kernel.org/project/kvm/patch/20250522233733.3176144-4-seanjc@google.com/
C,confidential,x86,new,2025-05-23,4,6,KVM: x86: Dynamically allocate hashed page list,https://patchwork.kernel.org/project/kvm/patch/20250523001138.3182794-4-seanjc@google.com/
C,confidential,x86,new,2025-05-23,20,1,TD-Preserving updates,https://patchwork.kernel.org/project/kvm/patch/20250523095322.88774-15-chao.gao@intel.com/
C,confidential,x86,new,2025-05-26,1,1,x86/tdx: mark tdh_vp_enter() as __flatten,https://patchwork.kernel.org/project/kvm/patch/20250526204523.562665-1-pbonzini@redhat.com/
C,confidential,x86,new,2025-05-27,2,1,[1/2] x86/sev/vc: fix efi runtime instruction emulation,https://patchwork.kernel.org/project/kvm/patch/20250527144546.42981-1-kraxel@redhat.com/
C,confidential,x86,new,2025-05-27,1,1,x86/tdx: Always inline tdx_tdvpr_pa(),https://patchwork.kernel.org/project/kvm/patch/20250527220453.3107617-1-rick.p.edgecombe@intel.com/
C,confidential,x86,new,2025-05-29,2,1,Remove some hardcoded SEV-SNP guest policy checks during guest launch,https://patchwork.kernel.org/project/kvm/patch/4c51018dd3e4f2c543935134d2c4f47076f109f6.1748553480.git.thomas.lendacky@amd.com/
C,confidential,x86,new,2025-06-02,2,1,KVM: SVM: Fix a NULL VMSA deref with MOVE_ENC_CONTEXT,https://patchwork.kernel.org/project/kvm/patch/20250602224459.41505-3-seanjc@google.com/
C,confidential,x86,new,2025-06-05,2,3,kvm: sev: Add SNP guest request throttling,https://patchwork.kernel.org/project/kvm/patch/20250605150236.3775954-2-dionnaglaze@google.com/
C,confidential,x86,new,2025-06-09,3,2,SEV-SNP fix for cpu soft lockup on 1TB+ guests,https://patchwork.kernel.org/project/kvm/patch/20250609091121.2497429-3-liam.merwick@oracle.com/
C,confidential,x86,new,2025-06-10,1,1,"[PATCHv2.1,04/12] x86/virt/tdx: Add tdx_alloc/free_page() helpers",https://patchwork.kernel.org/project/kvm/patch/20250610145116.2502206-1-kirill.shutemov@linux.intel.com/
C,confidential,x86,new,2025-06-10,8,1,KVM: VMX: Preserve host's DEBUGCTL.FREEZE_IN_SMM,https://patchwork.kernel.org/project/kvm/patch/20250610232010.162191-6-seanjc@google.com/
C,confidential,x86,new,2025-06-11,1,4,KVM: TDX: Decrease TDX VM shutdown time,https://patchwork.kernel.org/project/kvm/patch/20250611095158.19398-2-adrian.hunter@intel.com/
C,confidential,x86,new,2025-06-11,10,1,Add TDX intra-host migration support,https://patchwork.kernel.org/project/kvm/patch/09d68c4748c0804f86aa6d943cf416742ef0f741.1749672978.git.afranji@google.com/
C,confidential,x86,new,2025-06-12,1,1,"[PATCHv2.1,08/12] KVM: TDX: Handle PAMT allocation in fault path",https://patchwork.kernel.org/project/kvm/patch/20250612130508.3213505-1-kirill.shutemov@linux.intel.com/
C,confidential,x86,new,2025-06-13,5,1,KVM: guest_memfd: Support in-place conversion for CoCo VMs,https://patchwork.kernel.org/project/kvm/patch/20250613005400.3694904-2-michael.roth@amd.com/
C,confidential,x86,new,2025-06-20,3,3,TDX attestation support and GHCI fixup,https://patchwork.kernel.org/project/kvm/patch/20250620183308.197917-3-pbonzini@redhat.com/
C,confidential,x86,new,2025-06-26,3,3,x86/sev: improve efi runtime code support.,https://patchwork.kernel.org/project/kvm/patch/20250626114014.373748-2-kraxel@redhat.com/
C,confidential,x86,new,2025-07-03,1,1,[RFC] KVM: TDX: Decouple TDX init mem region from kvm_gmem_populate(),https://patchwork.kernel.org/project/kvm/patch/20250703062641.3247-1-yan.y.zhao@intel.com/
C,confidential,x86,new,2025-07-08,3,1,MAINTAINERS: Update TDX entry,https://patchwork.kernel.org/project/kvm/patch/20250708101922.50560-3-kirill.shutemov@linux.intel.com/
C,confidential,x86,new,2025-07-09,1,1,MAINTAINERS: Add KVM mail list to the TDX entry,https://patchwork.kernel.org/project/kvm/patch/20250709141035.70299-1-xiaoyao.li@intel.com/
C,confidential,x86,new,2025-07-11,3,2,TDX: Clean up the definitions of TDX ATTRIBUTES,https://patchwork.kernel.org/project/kvm/patch/20250711132620.262334-2-xiaoyao.li@intel.com/
C,confidential,x86,new,2025-07-13,2,2,Improve KVM_SET_TSC_KHZ handling for CoCo VMs,https://patchwork.kernel.org/project/kvm/patch/71bbdf87fdd423e3ba3a45b57642c119ee2dd98c.1752444335.git.kai.huang@intel.com/
C,confidential,x86,new,2025-07-15,4,1,TDX: Clean up the definitions of TDX TD ATTRIBUTES,https://patchwork.kernel.org/project/kvm/patch/20250715091312.563773-2-xiaoyao.li@intel.com/
C,confidential,x86,new,2025-07-15,4,1,iommu/amd: Fix host kdump support for SNP,https://patchwork.kernel.org/project/kvm/patch/42842f0455c1439327aaa593ef22576ef97c16ee.1752605725.git.ashish.kalra@amd.com/
C,confidential,x86,new,2025-07-16,1,2,[v2] KVM: SEV: Enforce minimum GHCB version requirement for SEV-SNP guests,https://patchwork.kernel.org/project/kvm/patch/20250716055604.2229864-1-nikunj@amd.com/
C,confidential,x86,new,2025-07-17,1,1,KVM: TDX: Don't report base TDVMCALLs,https://patchwork.kernel.org/project/kvm/patch/20250717022010.677645-1-xiaoyao.li@intel.com/
C,confidential,x86,new,2025-07-18,1,1,[v5] KVM: TDX: Add sub-ioctl KVM_TDX_TERMINATE_VM,https://patchwork.kernel.org/project/kvm/patch/20250718181541.98146-1-seanjc@google.com/
C,confidential,x86,new,2025-07-23,22,4,KVM: Enable host userspace mapping for guest_memfd-backed memory for non-CoCo VMs,https://patchwork.kernel.org/project/kvm/patch/20250723104714.1674617-17-tabba@google.com/
C,confidential,x86,new,2025-07-29,5,1,"KVM: Drop vm_dead, pivot on vm_bugged for -EIO",https://patchwork.kernel.org/project/kvm/patch/20250729193341.621487-6-seanjc@google.com/
C,confidential,x86,new,2025-07-29,24,1,KVM: Enable mmap() for guest_memfd,https://patchwork.kernel.org/project/kvm/patch/20250729225455.670324-18-seanjc@google.com/
C,confidential,x86,new,2025-08-04,2,1,KVM: SEV: Improve GHCB Version Handling for SEV-ES/SEV-SNP,https://patchwork.kernel.org/project/kvm/patch/20250804090945.267199-2-nikunj@amd.com/
C,confidential,x86,new,2025-08-04,2,14,Enable Secure TSC for SEV-SNP,https://patchwork.kernel.org/project/kvm/patch/20250804103751.7760-2-nikunj@amd.com/
C,confidential,x86,new,2025-08-07,1,2,"[RFC,1/1] KVM: SEV: Add support for SMT Protection",https://patchwork.kernel.org/project/kvm/patch/20250807165950.14953-2-kim.phillips@amd.com/
C,confidential,x86,new,2025-08-08,1,1,KVM: TDX: Remove redundant __GFP_ZERO,https://patchwork.kernel.org/project/kvm/patch/20250808074532.215098-1-rongqianfeng@vivo.com/
C,confidential,x86,new,2025-08-11,2,1,KVM: SVM: fixes for SEV,https://patchwork.kernel.org/project/kvm/patch/20250811203041.61622-3-yury.norov@gmail.com/
C,confidential,x86,new,2025-08-16,2,1,KVM: TDX: MWAIT in guest,https://patchwork.kernel.org/project/kvm/patch/20250816144436.83718-2-adrian.hunter@intel.com/
C,confidential,x86,new,2025-08-19,3,7,x86/tdx: Skip clearing reclaimed pages unless X86_BUG_TDX_PW_MCE is present,https://patchwork.kernel.org/project/kvm/patch/20250819155811.136099-3-adrian.hunter@intel.com/
C,confidential,x86,new,2025-08-19,2,3,Fixes for recovery for machine check in TDX/SEAM non-root mode,https://patchwork.kernel.org/project/kvm/patch/20250819162436.137625-3-adrian.hunter@intel.com/
C,confidential,x86,new,2025-08-19,8,1,KVM: SVM: Enable Secure TSC for SEV-SNP,https://patchwork.kernel.org/project/kvm/patch/20250819234833.3080255-4-seanjc@google.com/
C,confidential,x86,new,2025-08-20,2,7,Add SEV-SNP CipherTextHiding feature support,https://patchwork.kernel.org/project/kvm/patch/95abc49edfde36d4fb791570ea2a4be6ad95fd0d.1755721927.git.ashish.kalra@amd.com/
C,confidential,x86,new,2025-08-21,1,1,KVM: SEV: Save the SEV policy if and only if LAUNCH_START succeeds,https://patchwork.kernel.org/project/kvm/patch/20250821213841.3462339-1-seanjc@google.com/
C,confidential,x86,new,2025-08-22,3,1,KVM: Fix deadlock for invalid memslots,https://patchwork.kernel.org/project/kvm/patch/20250822070554.26523-1-yan.y.zhao@intel.com/
C,confidential,x86,new,2025-08-25,4,3,Add host kdump support for SNP,https://patchwork.kernel.org/project/kvm/patch/3a31036fb2f7323e6b1a1a1921ac777e9f7bdddc.1756157913.git.ashish.kalra@amd.com/
C,confidential,x86,new,2025-08-28,1,1,[v2] x86/kvm: Force legacy PCI hole to UC when overriding MTRRs for TDX/SNP,https://patchwork.kernel.org/project/kvm/patch/20250828005249.39339-1-seanjc@google.com/
C,confidential,x86,new,2025-08-28,18,12,AMD: Add Secure AVIC Guest Support,https://patchwork.kernel.org/project/kvm/patch/20250828070334.208401-2-Neeraj.Upadhyay@amd.com/
C,confidential,x86,new,2025-09-01,7,6,TDX host: kexec/kdump support,https://patchwork.kernel.org/project/kvm/patch/20250901160930.1785244-6-pbonzini@redhat.com/
C,confidential,x86,new,2025-09-04,1,4,[v4] KVM: TDX: Force split irqchip for TDX at irqchip creation time,https://patchwork.kernel.org/project/kvm/patch/20250904062007.622530-1-sagis@google.com/
C,confidential,x86,new,2025-09-10,1,1,x86/virt/tdx: Use precalculated TDVPR page physical address,https://patchwork.kernel.org/project/kvm/patch/20250910144453.1389652-1-dave.hansen@linux.intel.com/
C,confidential,x86,new,2025-09-12,41,1,KVM: x86: Mega-CET,https://patchwork.kernel.org/project/kvm/patch/20250912232319.429659-42-seanjc@google.com/
C,confidential,x86,new,2025-09-16,3,6,crypto: ccp - Add AMD Seamless Firmware Servicing (SFS) driver,https://patchwork.kernel.org/project/kvm/patch/ea9dc045267d0e5925476e0410914e3a5da4e3e0.1758057691.git.ashish.kalra@amd.com/
C,confidential,x86,new,2025-09-16,1,1,KVM: TDX: Replace kmalloc + copy_from_user with memdup_user in tdx_td_init,https://patchwork.kernel.org/project/kvm/patch/20250916213129.2535597-2-thorsten.blum@linux.dev/
C,confidential,x86,new,2025-09-18,2,1,[1/2] KVM: x86: Add helper to retrieve cached value of user return MSR,https://patchwork.kernel.org/project/kvm/patch/05a018a6997407080b3b7921ba692aa69a720f07.1758166596.git.houwenlong.hwl@antgroup.com/
C,confidential,x86,new,2025-09-18,1,2,"[v2,1/1] KVM: TDX: Fix uninitialized error code for __tdx_bringup()",https://patchwork.kernel.org/project/kvm/patch/20250918053226.802204-1-tony.lindgren@linux.intel.com/
C,confidential,x86,new,2025-09-19,1,2,[v2] KVM: SEV: Reject non-positive effective lengths during LAUNCH_UPDATE,https://patchwork.kernel.org/project/kvm/patch/20250919211649.1575654-1-seanjc@google.com/
C,confidential,x86,new,2025-09-19,2,1,"[v2,1/2] KVM: x86: Add helper to retrieve current value of user return MSR",https://patchwork.kernel.org/project/kvm/patch/20250919213806.1582673-2-seanjc@google.com/
C,confidential,x86,new,2025-09-19,51,1,KVM: x86: Super Mega CET,https://patchwork.kernel.org/project/kvm/patch/20250919223258.1604852-52-seanjc@google.com/
C,confidential,x86,new,2025-09-23,17,3,AMD: Add Secure AVIC KVM Support,https://patchwork.kernel.org/project/kvm/patch/20250923050317.205482-3-Neeraj.Upadhyay@amd.com/
C,confidential,x86,new,2025-09-23,35,3,AMD: Add Secure AVIC KVM selftests,https://patchwork.kernel.org/project/kvm/patch/20250923050942.206116-6-Neeraj.Upadhyay@amd.com/
C,confidential,x86,new,2025-09-23,2,2,KVM: SVM: Fix a bug where TSC_AUX can get clobbered,https://patchwork.kernel.org/project/kvm/patch/20250923153738.1875174-2-seanjc@google.com/
C,confidential,x86,new,2025-09-25,9,3,target/i386: SEV: Add support for enabling VMSA SEV features,https://patchwork.kernel.org/project/kvm/patch/f60170d4148c4da09e6e0ff4f6f0742106fd9eca.1758794556.git.naveen@kernel.org/
C,confidential,arm,new,2025-09-26,5,1,Arm CCA planes support,https://patchwork.kernel.org/project/kvm/patch/20250926110254.55449-3-steven.price@arm.com/
C,confidential,x86,new,2025-10-14,2,4,Support for SEV-ES guest shadow stack,https://patchwork.kernel.org/project/kvm/patch/20251014194347.2374-3-john.allen@amd.com/
C,confidential,x86,new,2025-10-16,2,1,KVM: VMX: Handle SEAMCALL or TDCALL VM-Exits,https://patchwork.kernel.org/project/kvm/patch/20251016182148.69085-3-seanjc@google.com/
C,confidential,x86,new,2025-10-16,4,1,KVM: x86: User-return MSR cleanups,https://patchwork.kernel.org/project/kvm/patch/20251016222816.141523-2-seanjc@google.com/
C,confidential,x86,new,2025-10-27,4,4,SEV-SNP guest policy bit support updates,https://patchwork.kernel.org/project/kvm/patch/c596f7529518f3f826a57970029451d9385949e5.1761593632.git.thomas.lendacky@amd.com/
C,confidential,x86,new,2025-10-28,1,1,KVM: TDX: Take MMU lock around tdh_vp_init(),https://patchwork.kernel.org/project/kvm/patch/20251028002824.1470939-1-rick.p.edgecombe@intel.com/
C,confidential,x86,new,2025-10-29,1,1,KVM: SVM: Add module parameter to control SEV-SNP Secure TSC feature,https://patchwork.kernel.org/project/kvm/patch/20251029055753.5742-1-nikunj@amd.com/
C,confidential,x86,new,2025-10-30,4,1,KVM: x86: User-return MSR fix+cleanups,https://patchwork.kernel.org/project/kvm/patch/20251030191528.3380553-3-seanjc@google.com/
C,confidential,x86,new,2025-10-30,28,4,KVM: x86/mmu: TDX post-populate cleanups,https://patchwork.kernel.org/project/kvm/patch/20251030200951.3402865-29-seanjc@google.com/
C,confidential,x86,new,2025-10-31,1,1,x86/coco/sev: Convert has_cpuflag() to use cpu_feature_enabled(),https://patchwork.kernel.org/project/kvm/patch/20251031122122.GKaQSpwhLvkinKKbjG@fat_crate.local/
C,confidential,x86,new,2025-11-03,2,2,x86/virt/tdx: Minor sparse fixups,https://patchwork.kernel.org/project/kvm/patch/20251103234439.DC8227E4@davehans-spike.ostc.intel.com/
C,confidential,x86,new,2025-11-05,1,1,[RFC] KVM: TDX: Allow in place TDX.PAGE.ADD,https://patchwork.kernel.org/project/kvm/patch/20251105-tdx-init-in-place-v1-1-1196b67d0423@intel.com/
C,confidential,x86,new,2025-11-12,1,2,[RESEND] KVM: TDX: Use struct_size and simplify tdx_get_capabilities,https://patchwork.kernel.org/project/kvm/patch/20251112171630.3375-1-thorsten.blum@linux.dev/
